driver_id,name,city,signup_date,time,rating
428,Driver_428,Vancouver,2021/06/09,8:44:00 AM,4.8
429,Driver_429,New York,2023/06/11,6:39:00 PM,5
430,Driver_430,San Francisco,2022/12/31,4:23:00 AM,3.6
431,Driver_431,Vancouver,2022/11/16,5:52:00 AM,3.9
432,Driver_432,Los Angeles,2021/10/14,9:34:00 AM,3.5
433,Driver_433,New York,2022/01/28,5:04:00 AM,4.4
434,Driver_434,Vancouver,2021/06/27,5:28:00 AM,4.9
435,Driver_435,Toronto,2022/09/15,11:27:00 AM,5
436,Driver_436,Vancouver,2021/04/26,1:59:00 AM,4.5
437,Driver_437,Ottawa,2023/09/05,7:26:00 PM,5
438,Driver_438,New York,2021/08/24,4:47:00 PM,3.8
439,Driver_439,Chicago,2023/05/25,8:10:00 AM,3.6
440,Driver_440,San Francisco,2021/05/13,7:46:00 AM,4.5
441,Driver_441,Boston,2021/07/04,12:11:00 AM,4.7
442,Driver_442,Calgary,2022/10/09,12:05:00 PM,4.5
443,Driver_443,Ottawa,2023/07/16,1:13:00 AM,3.5
444,Driver_444,Ottawa,2021/12/17,2:13:00 PM,4.5
445,Driver_445,Calgary,2022/08/14,9:31:00 PM,3.8
446,Driver_446,Vancouver,2022/11/19,5:50:00 PM,4.8
447,Driver_447,San Francisco,2023/07/04,5:48:00 AM,4.7
448,Driver_448,Montreal,2022/04/20,9:24:00 AM,4
449,Driver_449,Ottawa,2023/08/23,5:34:00 PM,4.2
450,Driver_450,New York,2023/08/06,12:41:00 AM,4
451,Driver_451,Toronto,2021/11/19,6:53:00 PM,4.5
452,Driver_452,Boston,2022/02/16,2:43:00 AM,5
453,Driver_453,Toronto,2021/09/01,11:30:00 PM,4
454,Driver_454,Boston,2021/09/28,12:14:00 AM,4.8
455,Driver_455,Calgary,2021/04/27,2:37:00 PM,4.2
456,Driver_456,Chicago,2021/01/05,3:45:00 AM,4.1
457,Driver_457,Montreal,2022/12/01,7:59:00 PM,4.4
458,Driver_458,Ottawa,2022/12/31,11:36:00 PM,4
459,Driver_459,San Francisco,2021/02/20,4:54:00 PM,4.2
460,Driver_460,Boston,2022/03/24,1:19:00 PM,3.9
461,Driver_461,San Francisco,2023/12/29,1:16:00 AM,5
462,Driver_462,Vancouver,2021/04/21,1:46:00 PM,4.5
463,Driver_463,Boston,2022/02/15,11:18:00 PM,4.2
464,Driver_464,Ottawa,2023/10/25,2:41:00 AM,4.6
465,Driver_465,Boston,2022/10/23,10:19:00 AM,4.4
466,Driver_466,Toronto,2023/04/26,10:45:00 PM,4.4
467,Driver_467,Boston,2023/10/04,1:34:00 AM,4.8
468,Driver_468,Chicago,2022/02/17,3:29:00 PM,4.9
469,Driver_469,Chicago,2021/04/21,10:21:00 PM,4.2
470,Driver_470,New York,2021/09/15,6:02:00 PM,4.2
471,Driver_471,San Francisco,2023/07/14,8:50:00 AM,4.4
472,Driver_472,Ottawa,2022/03/25,8:10:00 AM,3.3
473,Driver_473,Vancouver,2021/07/13,4:14:00 AM,3.7
474,Driver_474,Vancouver,2023/12/06,7:46:00 PM,5
475,Driver_475,San Francisco,2023/12/23,11:57:00 PM,5
476,Driver_476,Montreal,2022/02/27,10:04:00 PM,4.4
477,Driver_477,Calgary,2023/04/19,7:58:00 PM,4.8
478,Driver_478,Vancouver,2022/11/12,12:50:00 AM,4.7
479,Driver_479,Toronto,2023/07/19,12:25:00 AM,5
480,Driver_480,New York,2022/11/03,3:11:00 AM,5
481,Driver_481,Los Angeles,2023/07/27,8:04:00 PM,4.4
482,Driver_482,San Francisco,2021/02/10,4:18:00 AM,4
483,Driver_483,Toronto,2021/12/22,2:55:00 PM,3.7
484,Driver_484,Ottawa,2023/07/02,1:31:00 AM,4.6
485,Driver_485,New York,2023/11/11,8:28:00 AM,4.1
486,Driver_486,San Francisco,2023/06/15,4:02:00 AM,3.8
487,Driver_487,New York,2021/09/30,3:35:00 AM,4.2
488,Driver_488,Vancouver,2023/03/18,4:22:00 AM,4
489,Driver_489,Vancouver,2022/03/09,2:25:00 AM,5
490,Driver_490,Chicago,2023/06/29,6:40:00 AM,4.9
491,Driver_491,Montreal,2023/09/14,2:29:00 AM,4.5
492,Driver_492,Vancouver,2021/05/22,5:45:00 PM,5
493,Driver_493,Vancouver,2022/06/25,12:55:00 PM,4.5
494,Driver_494,Montreal,2022/06/02,6:38:00 PM,4.1
495,Driver_495,Los Angeles,2023/11/08,12:23:00 AM,5
496,Driver_496,Toronto,2021/09/07,7:59:00 PM,4.8
497,Driver_497,Los Angeles,2022/10/02,11:14:00 AM,4
498,Driver_498,Vancouver,2022/03/24,5:32:00 PM,4.4
499,Driver_499,Montreal,2023/05/05,1:05:00 PM,4.1
500,Driver_500,New York,2022/12/08,1:08:00 PM,3.8
501,Driver_501,Toronto,2022/05/04,2:02:00 PM,5
502,Driver_502,San Francisco,2022/05/18,4:31:00 AM,5
503,Driver_503,Toronto,2022/09/20,8:44:00 PM,3.8
504,Driver_504,Calgary,2021/01/02,6:54:00 PM,4.8
505,Driver_505,Calgary,2022/12/19,3:43:00 PM,4.2
506,Driver_506,Montreal,2021/03/26,4:52:00 AM,4.3
507,Driver_507,Boston,2023/03/17,8:49:00 AM,4.2
508,Driver_508,Los Angeles,2023/08/26,5:28:00 AM,4.1
509,Driver_509,Vancouver,2023/08/30,12:55:00 PM,4.5
510,Driver_510,Vancouver,2021/03/22,4:13:00 AM,4.1
511,Driver_511,Boston,2022/02/19,8:34:00 PM,4.6
512,Driver_512,Calgary,2021/07/23,12:31:00 PM,4.5
513,Driver_513,San Francisco,2022/11/12,2:09:00 PM,4.4
514,Driver_514,Vancouver,2021/07/08,3:05:00 PM,4
515,Driver_515,New York,2023/09/06,4:55:00 PM,4.2
516,Driver_516,Ottawa,2022/01/07,5:39:00 PM,4.9
517,Driver_517,Chicago,2022/04/28,5:36:00 PM,4.8
518,Driver_518,Calgary,2021/01/22,5:49:00 AM,4
519,Driver_519,Calgary,2022/09/26,6:59:00 PM,4.5
520,Driver_520,Toronto,2021/12/16,1:26:00 AM,4.9
521,Driver_521,Toronto,2022/12/18,8:01:00 PM,3.7
522,Driver_522,Toronto,2023/10/04,4:22:00 AM,4.8
523,Driver_523,Chicago,2023/02/14,4:47:00 AM,4.2
524,Driver_524,San Francisco,2023/03/02,12:07:00 PM,4.8
525,Driver_525,San Francisco,2022/10/08,10:36:00 AM,4.1
526,Driver_526,Vancouver,2023/01/04,1:37:00 PM,3.6
527,Driver_527,Boston,2022/12/11,2:14:00 PM,3.7
528,Driver_528,Calgary,2021/08/13,4:38:00 PM,4.5
529,Driver_529,Montreal,2021/10/24,2:28:00 AM,4.6
530,Driver_530,Ottawa,2023/03/01,12:35:00 PM,4
531,Driver_531,Chicago,2021/04/19,10:42:00 AM,4.8
532,Driver_532,San Francisco,2022/10/07,2:10:00 PM,3.7
533,Driver_533,Los Angeles,2023/02/28,5:49:00 PM,4.5
534,Driver_534,San Francisco,2021/01/04,11:38:00 PM,3.9
535,Driver_535,San Francisco,2022/04/09,6:58:00 PM,4.2
536,Driver_536,Ottawa,2023/06/20,9:06:00 PM,4.5
537,Driver_537,Vancouver,2021/08/19,8:02:00 PM,4.1
538,Driver_538,Vancouver,2023/04/17,3:44:00 PM,4.3
539,Driver_539,Vancouver,2022/06/21,3:09:00 AM,5
540,Driver_540,Los Angeles,2023/05/08,8:58:00 AM,4.2
541,Driver_541,Calgary,2022/08/09,11:24:00 PM,4.9
542,Driver_542,Vancouver,2022/05/15,8:43:00 PM,3.9
543,Driver_543,Boston,2023/12/20,12:37:00 PM,4.8
544,Driver_544,Boston,2023/06/08,6:09:00 AM,5
545,Driver_545,Montreal,2021/12/29,7:50:00 PM,3.3
546,Driver_546,Montreal,2021/03/09,7:17:00 PM,4.1
547,Driver_547,Los Angeles,2023/01/05,5:49:00 PM,4.8
548,Driver_548,Montreal,2022/08/23,6:03:00 PM,4.4
549,Driver_549,Chicago,2023/02/09,11:11:00 AM,4.7
550,Driver_550,New York,2021/07/16,2:48:00 AM,4.2
551,Driver_551,Calgary,2023/07/06,7:31:00 PM,4.5
552,Driver_552,Los Angeles,2021/06/05,9:51:00 PM,4.4
553,Driver_553,Vancouver,2021/06/04,9:31:00 PM,5
554,Driver_554,Calgary,2022/12/11,7:30:00 PM,4.6
555,Driver_555,New York,2021/08/12,10:30:00 PM,4.7
556,Driver_556,Montreal,2023/10/15,4:01:00 AM,4.3
557,Driver_557,Chicago,2021/04/27,5:47:00 AM,4.3
558,Driver_558,Vancouver,2022/02/16,4:45:00 PM,4.3
559,Driver_559,Los Angeles,2023/08/27,4:47:00 AM,4.7
560,Driver_560,Montreal,2023/10/07,11:39:00 AM,4.3
561,Driver_561,Toronto,2022/05/26,9:48:00 AM,4.6
562,Driver_562,Calgary,2022/08/14,7:46:00 AM,5
563,Driver_563,Los Angeles,2023/09/01,4:46:00 PM,4.9
564,Driver_564,Vancouver,2023/04/21,10:32:00 AM,4.3
565,Driver_565,New York,2023/08/18,4:33:00 AM,5
566,Driver_566,Toronto,2021/12/31,4:52:00 PM,4.3
567,Driver_567,San Francisco,2021/12/20,9:18:00 AM,3.5
568,Driver_568,Toronto,2022/11/06,3:37:00 AM,4
569,Driver_569,Toronto,2023/09/12,11:49:00 AM,3.6
570,Driver_570,Toronto,2022/11/21,5:32:00 AM,4.3
571,Driver_571,Chicago,2023/12/15,2:14:00 AM,4.5
572,Driver_572,San Francisco,2021/02/14,11:13:00 PM,5
573,Driver_573,New York,2022/05/19,9:33:00 PM,4.7
574,Driver_574,New York,2022/04/01,5:32:00 PM,4.4
575,Driver_575,Los Angeles,2022/08/06,7:05:00 AM,4.9
576,Driver_576,Montreal,2021/08/15,3:14:00 AM,3.4
577,Driver_577,Boston,2023/04/06,3:18:00 AM,4.6
578,Driver_578,Montreal,2023/05/30,3:19:00 AM,4.9
579,Driver_579,Chicago,2021/09/22,1:26:00 AM,3.8
580,Driver_580,Chicago,2021/05/03,4:09:00 PM,5
581,Driver_581,Ottawa,2022/08/18,6:17:00 AM,4.7
582,Driver_582,Ottawa,2023/11/28,5:06:00 AM,4.3
583,Driver_583,Boston,2023/02/13,2:22:00 AM,4.8
584,Driver_584,Ottawa,2021/08/11,7:48:00 AM,5
585,Driver_585,Boston,2022/12/18,8:54:00 AM,4.6
586,Driver_586,San Francisco,2022/12/15,10:01:00 PM,4.6
587,Driver_587,San Francisco,2023/11/02,9:37:00 PM,4.3
588,Driver_588,New York,2022/12/24,5:53:00 PM,4.1
589,Driver_589,San Francisco,2023/11/19,3:09:00 PM,4.9
590,Driver_590,Calgary,2021/09/03,9:45:00 AM,4.1
591,Driver_591,Toronto,2022/11/18,4:52:00 AM,4.5
592,Driver_592,Los Angeles,2023/07/02,6:15:00 PM,4.3
593,Driver_593,San Francisco,2023/09/20,1:21:00 PM,4.7
594,Driver_594,Montreal,2023/12/09,8:45:00 AM,4.7
595,Driver_595,San Francisco,2022/12/11,4:04:00 PM,5
596,Driver_596,San Francisco,2021/11/06,11:20:00 AM,4.2
597,Driver_597,Montreal,2023/01/21,3:18:00 PM,4.4
598,Driver_598,Toronto,2022/01/04,11:40:00 AM,4
599,Driver_599,Montreal,2023/06/08,10:49:00 AM,4.3
600,Driver_600,Los Angeles,2023/06/12,10:32:00 PM,4.7
601,Driver_601,San Francisco,2023/12/23,7:00:00 AM,4.9
602,Driver_602,San Francisco,2021/02/04,1:58:00 AM,4
603,Driver_603,Montreal,2022/03/03,9:22:00 AM,4.9
604,Driver_604,New York,2023/05/30,3:21:00 AM,5
605,Driver_605,New York,2023/08/01,12:28:00 AM,4.7
606,Driver_606,Vancouver,2022/03/21,2:05:00 PM,5
607,Driver_607,Boston,2023/08/02,1:01:00 AM,4.1
608,Driver_608,Los Angeles,2021/12/07,5:04:00 AM,3.9
609,Driver_609,Boston,2023/08/23,12:30:00 PM,3.6
610,Driver_610,San Francisco,2023/11/19,8:53:00 PM,5
611,Driver_611,Chicago,2023/09/03,10:47:00 PM,4.8
612,Driver_612,Toronto,2023/09/02,5:20:00 PM,4.5
613,Driver_613,New York,2022/04/25,9:51:00 PM,4.6
614,Driver_614,Vancouver,2021/02/21,7:55:00 PM,3.9
615,Driver_615,Ottawa,2022/07/21,7:00:00 PM,5
616,Driver_616,Chicago,2021/05/21,12:24:00 AM,4.6
617,Driver_617,San Francisco,2022/05/23,12:58:00 PM,4.6
618,Driver_618,Montreal,2021/09/30,8:20:00 PM,4.9
619,Driver_619,Boston,2021/07/25,7:16:00 AM,4.7
620,Driver_620,Calgary,2022/07/23,8:09:00 AM,4.6
621,Driver_621,Calgary,2023/02/19,12:15:00 PM,4.1
622,Driver_622,San Francisco,2021/09/13,2:39:00 PM,4.7
623,Driver_623,San Francisco,2023/01/19,12:35:00 PM,5
624,Driver_624,San Francisco,2022/06/11,4:13:00 AM,5
625,Driver_625,Toronto,2022/12/29,12:39:00 PM,5
626,Driver_626,Toronto,2021/08/07,3:48:00 PM,4.2
627,Driver_627,Boston,2023/11/17,3:10:00 PM,4
628,Driver_628,Montreal,2023/05/16,6:07:00 PM,4.4
629,Driver_629,Los Angeles,2021/05/21,6:44:00 AM,4.5
630,Driver_630,Montreal,2021/01/22,2:55:00 PM,5
631,Driver_631,San Francisco,2023/04/14,12:51:00 PM,3.7
632,Driver_632,Toronto,2022/12/08,11:39:00 AM,5
633,Driver_633,Los Angeles,2023/11/12,4:51:00 AM,4.4
634,Driver_634,San Francisco,2023/06/28,1:58:00 AM,4.3
635,Driver_635,Montreal,2023/09/19,10:50:00 PM,4
636,Driver_636,Los Angeles,2021/06/18,7:26:00 AM,3.7
637,Driver_637,Boston,2023/01/03,9:55:00 AM,4.9
638,Driver_638,New York,2023/08/21,10:22:00 AM,4.5
639,Driver_639,Calgary,2022/05/25,12:57:00 PM,3.9
640,Driver_640,Ottawa,2021/12/10,9:10:00 PM,3.9
641,Driver_641,Toronto,2023/09/15,1:34:00 AM,4.3
642,Driver_642,Vancouver,2023/12/26,2:03:00 AM,5
643,Driver_643,San Francisco,2023/10/06,1:24:00 PM,4.4
644,Driver_644,Montreal,2021/07/01,5:59:00 AM,3.7
645,Driver_645,Chicago,2021/03/12,10:39:00 AM,4.4
646,Driver_646,New York,2022/04/18,7:32:00 PM,4.4
647,Driver_647,Vancouver,2021/06/30,9:17:00 AM,3.2
648,Driver_648,Toronto,2021/12/31,5:58:00 PM,4.5
649,Driver_649,Calgary,2021/07/30,5:55:00 PM,4.4
650,Driver_650,Montreal,2022/12/06,5:03:00 PM,4.8
651,Driver_651,Los Angeles,2023/11/08,1:32:00 PM,5
652,Driver_652,Calgary,2022/10/14,2:10:00 AM,5
653,Driver_653,Ottawa,2021/08/29,1:01:00 AM,4.4
654,Driver_654,Montreal,2023/10/15,9:15:00 AM,3.9
655,Driver_655,Toronto,2023/01/31,4:10:00 AM,5
656,Driver_656,Ottawa,2022/09/26,11:39:00 PM,4.5
657,Driver_657,San Francisco,2021/02/20,7:45:00 PM,4.5
658,Driver_658,Los Angeles,2021/12/04,12:24:00 PM,4.5
659,Driver_659,Vancouver,2022/11/22,7:27:00 PM,4.6
660,Driver_660,Boston,2022/07/18,9:54:00 AM,4.4
661,Driver_661,Toronto,2023/12/02,4:00:00 AM,4.2
662,Driver_662,Los Angeles,2023/04/26,7:09:00 PM,4.2
663,Driver_663,Los Angeles,2021/04/05,1:28:00 AM,4.5
664,Driver_664,Montreal,2022/03/05,1:36:00 PM,4.2
665,Driver_665,Boston,2021/07/09,6:26:00 PM,4.1
666,Driver_666,Vancouver,2021/05/23,9:49:00 AM,4.6
667,Driver_667,Boston,2023/09/24,8:28:00 PM,4.4
668,Driver_668,Ottawa,2021/02/03,4:15:00 AM,5
669,Driver_669,New York,2022/06/03,2:07:00 AM,3.2
670,Driver_670,Boston,2021/07/15,2:46:00 PM,5
671,Driver_671,Ottawa,2021/11/15,6:37:00 PM,5
672,Driver_672,Toronto,2023/05/11,10:21:00 PM,3.5
673,Driver_673,Boston,2023/06/30,9:56:00 PM,4.3
674,Driver_674,Boston,2021/12/28,10:49:00 PM,4.3
675,Driver_675,Los Angeles,2021/08/18,5:13:00 AM,3.8
676,Driver_676,Ottawa,2021/01/05,9:43:00 AM,4.1
677,Driver_677,San Francisco,2021/08/13,6:21:00 PM,3.9
678,Driver_678,Chicago,2023/04/20,4:41:00 AM,5
679,Driver_679,San Francisco,2021/09/29,1:43:00 AM,5
680,Driver_680,Toronto,2023/10/24,10:00:00 PM,5
681,Driver_681,New York,2021/07/24,5:58:00 PM,4.9
682,Driver_682,New York,2022/07/11,12:14:00 PM,3.9
683,Driver_683,Boston,2023/07/04,6:01:00 PM,4.2
684,Driver_684,Los Angeles,2021/01/25,12:21:00 PM,4.7
685,Driver_685,Chicago,2022/02/17,5:37:00 AM,3.9
686,Driver_686,New York,2021/07/16,9:54:00 PM,4.9
687,Driver_687,Montreal,2023/03/29,5:53:00 AM,4.4
688,Driver_688,Toronto,2021/04/09,5:36:00 PM,4.3
689,Driver_689,Vancouver,2022/11/28,8:54:00 AM,4.9
690,Driver_690,Los Angeles,2023/03/09,6:53:00 AM,4.7
691,Driver_691,Ottawa,2021/06/19,9:49:00 AM,4.3
692,Driver_692,Vancouver,2023/02/22,4:28:00 PM,5
693,Driver_693,Boston,2023/08/14,12:50:00 PM,4
694,Driver_694,New York,2023/10/21,1:41:00 PM,4.8
695,Driver_695,Calgary,2022/04/14,1:35:00 PM,4.8
696,Driver_696,Vancouver,2023/09/27,9:28:00 AM,4.3
697,Driver_697,New York,2021/04/05,11:44:00 AM,4.7
698,Driver_698,Vancouver,2022/09/16,9:22:00 PM,3.9
699,Driver_699,Montreal,2023/12/02,7:34:00 PM,5
700,Driver_700,Toronto,2023/02/01,2:32:00 PM,4.4
701,Driver_701,Vancouver,2021/04/25,3:55:00 AM,4.2
702,Driver_702,Toronto,2022/05/16,9:11:00 AM,5
703,Driver_703,Ottawa,2021/08/19,10:17:00 AM,4.1
704,Driver_704,Toronto,2021/07/16,12:45:00 AM,3.8
705,Driver_705,San Francisco,2023/08/28,8:14:00 PM,3.7
706,Driver_706,Ottawa,2023/05/02,8:12:00 PM,4.8
707,Driver_707,Los Angeles,2022/08/15,5:08:00 PM,3.9
708,Driver_708,Ottawa,2023/04/05,4:35:00 AM,5
709,Driver_709,San Francisco,2022/12/06,7:44:00 PM,3.5
710,Driver_710,Calgary,2023/07/30,11:56:00 AM,5
711,Driver_711,Montreal,2021/06/04,1:38:00 AM,4.6
712,Driver_712,Toronto,2023/10/15,1:28:00 AM,4.5
713,Driver_713,Calgary,2021/12/01,12:38:00 AM,4.2
714,Driver_714,Montreal,2022/12/03,11:11:00 AM,4.7
715,Driver_715,Boston,2022/10/05,8:05:00 PM,4.5
716,Driver_716,Los Angeles,2022/12/06,11:39:00 AM,5
717,Driver_717,Montreal,2022/10/09,5:13:00 AM,4.6
718,Driver_718,Toronto,2022/05/01,12:38:00 PM,4.6
719,Driver_719,Montreal,2022/05/01,11:43:00 AM,4.3
720,Driver_720,San Francisco,2022/08/05,10:57:00 AM,4.5
721,Driver_721,Chicago,2023/12/03,10:32:00 PM,4.7
722,Driver_722,Vancouver,2021/04/15,6:54:00 AM,3.6
723,Driver_723,Toronto,2021/05/13,2:36:00 PM,3.8
724,Driver_724,Toronto,2022/11/02,9:31:00 PM,4.9
725,Driver_725,Toronto,2022/08/02,9:16:00 PM,4.6
726,Driver_726,Chicago,2023/05/15,7:00:00 AM,4.4
727,Driver_727,New York,2023/07/01,1:00:00 AM,4.5
728,Driver_728,Calgary,2023/05/23,1:04:00 PM,4.7
729,Driver_729,Los Angeles,2023/11/07,7:54:00 PM,4.2
730,Driver_730,Toronto,2022/10/01,4:03:00 AM,4.1
731,Driver_731,Los Angeles,2023/10/31,1:41:00 PM,4.6
732,Driver_732,Montreal,2021/03/21,10:02:00 PM,4
733,Driver_733,San Francisco,2023/07/22,4:54:00 PM,4.7
734,Driver_734,San Francisco,2022/07/01,6:19:00 AM,3.6
735,Driver_735,Toronto,2023/06/17,6:21:00 PM,5
736,Driver_736,Calgary,2021/11/27,11:28:00 AM,4.7
737,Driver_737,Chicago,2023/10/18,4:54:00 AM,4.6
738,Driver_738,Vancouver,2021/12/15,8:27:00 AM,5
739,Driver_739,Toronto,2022/06/28,9:11:00 PM,5
740,Driver_740,Calgary,2022/07/25,11:40:00 PM,5
741,Driver_741,Toronto,2022/03/09,5:46:00 PM,3.6
742,Driver_742,Ottawa,2021/12/18,7:49:00 AM,3.9
743,Driver_743,Montreal,2023/05/22,10:19:00 AM,4.2
744,Driver_744,Ottawa,2023/08/12,3:40:00 AM,4.5
745,Driver_745,Calgary,2021/02/10,6:48:00 PM,4.8
746,Driver_746,Ottawa,2023/10/19,9:43:00 PM,4.1
747,Driver_747,San Francisco,2021/02/14,11:27:00 PM,4.6
748,Driver_748,Chicago,2022/03/01,12:15:00 PM,4.1
749,Driver_749,San Francisco,2022/06/12,9:34:00 PM,4.2
750,Driver_750,Los Angeles,2021/01/10,11:38:00 AM,3.8
751,Driver_751,Chicago,2021/08/11,12:48:00 PM,4
752,Driver_752,Ottawa,2023/10/19,3:35:00 AM,3.8
753,Driver_753,Montreal,2021/04/19,2:19:00 AM,4
754,Driver_754,Chicago,2023/09/11,2:21:00 PM,5
755,Driver_755,New York,2021/05/23,12:58:00 PM,4
756,Driver_756,Calgary,2021/12/01,4:44:00 AM,5
757,Driver_757,Montreal,2022/10/15,4:29:00 AM,4.7
758,Driver_758,Vancouver,2022/06/14,1:31:00 PM,4.6
759,Driver_759,Chicago,2022/07/29,8:34:00 PM,4.1
760,Driver_760,San Francisco,2022/05/19,9:52:00 PM,4.9
761,Driver_761,Ottawa,2023/07/16,4:50:00 AM,4.2
762,Driver_762,Toronto,2021/03/23,5:23:00 PM,4.6
763,Driver_763,Chicago,2021/09/02,12:39:00 PM,5
764,Driver_764,Ottawa,2021/03/19,7:16:00 AM,4.5
765,Driver_765,Toronto,2022/02/27,4:43:00 PM,5
766,Driver_766,Vancouver,2023/10/26,6:51:00 AM,4.1
767,Driver_767,Montreal,2023/01/25,10:46:00 AM,4.5
768,Driver_768,Ottawa,2022/11/18,4:36:00 PM,5
769,Driver_769,Montreal,2022/03/01,8:23:00 AM,4.2
770,Driver_770,Boston,2023/03/07,9:39:00 PM,5
771,Driver_771,Toronto,2022/06/21,4:58:00 AM,4.9
772,Driver_772,Montreal,2021/06/22,6:16:00 AM,4.2
773,Driver_773,San Francisco,2023/11/20,1:47:00 PM,4.8
774,Driver_774,Ottawa,2023/01/26,10:59:00 PM,5
775,Driver_775,Calgary,2023/11/03,8:30:00 AM,4.8
776,Driver_776,San Francisco,2021/03/12,1:16:00 PM,3.7
777,Driver_777,Boston,2022/09/07,12:29:00 AM,4.1
778,Driver_778,Ottawa,2021/03/27,2:25:00 AM,4.4
779,Driver_779,New York,2021/11/14,1:26:00 PM,4.5
780,Driver_780,San Francisco,2021/11/25,3:22:00 AM,4.8
781,Driver_781,Chicago,2022/02/01,10:27:00 PM,4.6
782,Driver_782,San Francisco,2022/05/25,5:17:00 PM,3.8
783,Driver_783,Toronto,2021/01/13,12:11:00 AM,4.7
784,Driver_784,Vancouver,2022/10/31,11:58:00 PM,4.8
785,Driver_785,Chicago,2021/07/20,4:23:00 PM,4.8
786,Driver_786,Montreal,2023/04/08,8:06:00 AM,5
787,Driver_787,Boston,2023/02/17,3:07:00 AM,4.9
788,Driver_788,Calgary,2023/11/04,6:38:00 PM,4.7
789,Driver_789,Los Angeles,2021/04/22,11:10:00 PM,4.5
790,Driver_790,Montreal,2021/03/07,5:08:00 PM,3.7
791,Driver_791,Montreal,2021/01/30,2:44:00 AM,4.7
792,Driver_792,Vancouver,2021/05/01,10:55:00 PM,4.6
793,Driver_793,Los Angeles,2023/06/14,9:51:00 AM,4.6
794,Driver_794,Montreal,2023/06/10,5:53:00 PM,3.9
795,Driver_795,Montreal,2023/09/22,10:12:00 AM,4
796,Driver_796,Montreal,2022/03/26,5:54:00 PM,5
797,Driver_797,Toronto,2022/09/22,4:41:00 AM,4.5
798,Driver_798,New York,2022/05/20,12:14:00 PM,4.8
799,Driver_799,Chicago,2023/08/19,5:22:00 AM,4.5
800,Driver_800,Vancouver,2023/12/08,6:31:00 AM,4.5
801,Driver_801,Los Angeles,2021/05/17,9:43:00 PM,5
802,Driver_802,Montreal,2021/06/14,10:51:00 AM,4.2
803,Driver_803,Boston,2022/11/08,7:11:00 PM,4.5
804,Driver_804,Ottawa,2022/09/15,1:51:00 AM,4.3
805,Driver_805,Calgary,2021/05/03,4:10:00 AM,4.3
806,Driver_806,Montreal,2022/04/27,11:52:00 PM,4.3
807,Driver_807,Los Angeles,2021/12/11,4:48:00 AM,4.6
808,Driver_808,Los Angeles,2021/09/19,4:26:00 AM,4.3
809,Driver_809,Toronto,2023/03/05,12:11:00 AM,5
810,Driver_810,Toronto,2023/04/05,6:22:00 AM,4.1
811,Driver_811,Calgary,2021/10/29,5:15:00 AM,4.4
812,Driver_812,Los Angeles,2022/06/30,9:56:00 AM,4.3
813,Driver_813,Chicago,2022/01/03,12:44:00 AM,5
814,Driver_814,Toronto,2021/08/16,11:50:00 AM,4.6
815,Driver_815,San Francisco,2021/11/03,10:49:00 AM,5
816,Driver_816,Chicago,2023/07/25,7:03:00 PM,3.8
817,Driver_817,Chicago,2023/10/16,7:08:00 AM,4.6
818,Driver_818,Toronto,2021/10/03,4:29:00 AM,4.9
819,Driver_819,Vancouver,2022/12/22,5:25:00 PM,4.5
820,Driver_820,Ottawa,2023/06/20,4:08:00 AM,5
821,Driver_821,Vancouver,2023/11/25,2:29:00 AM,4.2
822,Driver_822,Ottawa,2023/09/26,8:28:00 PM,5
823,Driver_823,Ottawa,2022/05/18,2:04:00 AM,5
824,Driver_824,Los Angeles,2021/08/23,12:05:00 PM,4.3
825,Driver_825,Vancouver,2021/04/17,1:53:00 AM,4.3
826,Driver_826,Vancouver,2022/11/18,10:42:00 PM,5
827,Driver_827,San Francisco,2022/03/03,4:34:00 PM,5
828,Driver_828,Ottawa,2021/03/29,6:14:00 AM,4.2
829,Driver_829,Los Angeles,2023/02/28,2:53:00 AM,4.3
830,Driver_830,Toronto,2022/04/28,4:50:00 AM,4.4
831,Driver_831,Vancouver,2022/12/04,12:34:00 AM,3.8
832,Driver_832,New York,2021/03/30,9:00:00 AM,4
833,Driver_833,Los Angeles,2022/03/22,11:00:00 PM,4
834,Driver_834,Toronto,2023/09/29,10:54:00 AM,4.1
835,Driver_835,Toronto,2023/08/14,9:10:00 AM,4.5
836,Driver_836,Ottawa,2023/02/27,4:51:00 PM,4.6
837,Driver_837,Montreal,2022/12/20,7:08:00 PM,5
838,Driver_838,Ottawa,2023/05/12,2:24:00 AM,4
839,Driver_839,New York,2022/11/30,3:17:00 PM,5
840,Driver_840,Ottawa,2023/10/10,2:15:00 PM,4.4
841,Driver_841,Boston,2022/05/15,11:23:00 AM,4.5
842,Driver_842,Ottawa,2023/01/09,8:44:00 PM,4.8
843,Driver_843,Calgary,2021/08/23,8:30:00 AM,3.9
844,Driver_844,New York,2022/12/01,8:43:00 PM,4.7
845,Driver_845,Toronto,2022/06/18,12:17:00 PM,4.6
846,Driver_846,Toronto,2023/02/23,6:57:00 PM,4.7
847,Driver_847,Chicago,2021/03/02,7:19:00 PM,4.6
848,Driver_848,Boston,2022/11/12,12:48:00 AM,5
849,Driver_849,Vancouver,2023/03/26,2:41:00 AM,4.2
850,Driver_850,Calgary,2023/08/06,7:11:00 AM,4.2
851,Driver_851,Chicago,2022/07/20,7:05:00 AM,4.2
852,Driver_852,Los Angeles,2022/03/16,11:02:00 AM,4.2
