payment_id,ride_id,amount,method,paid_date,time
12933,12933,27.99,card,2021/03/29,11:11:00 AM
12935,12935,71.65,cash,2023/11/12,6:49:00 AM
12936,12936,69.84,card,2024/02/26,1:31:00 AM
12937,12937,28.39,card,2023/07/24,12:49:00 AM
12938,12938,59.55,paypal,2021/04/05,2:26:00 AM
12939,12939,19.54,card,2021/10/22,4:57:00 PM
12940,12940,20.87,cash,2021/02/08,1:53:00 AM
12941,12941,21.81,paypal,2023/11/19,4:03:00 AM
12942,12942,58.29,cash,2024/03/08,6:08:00 PM
12943,12943,24.13,voucher,2021/12/12,11:49:00 AM
12945,12945,16.43,card,2023/04/30,3:19:00 AM
12946,12946,14.43,paypal,2021/07/20,2:21:00 PM
12947,12947,9.76,card,2024/08/28,5:03:00 AM
12948,12948,18.16,cash,2023/10/27,2:45:00 AM
12950,12950,39.16,voucher,2021/06/03,4:42:00 PM
12951,12951,17.82,cash,2021/07/23,7:58:00 AM
12952,12952,59.42,card,2021/09/27,7:16:00 AM
12954,12954,73.67,cash,2022/08/02,11:12:00 AM
12955,12955,16.9,paypal,2023/12/25,10:06:00 AM
12956,12956,65.85,cash,2021/01/30,1:36:00 PM
12957,12957,25.64,cash,2023/06/09,5:57:00 AM
12958,12958,5.61,cash,2024/03/09,7:18:00 PM
12961,12961,20.7,card,2023/01/30,12:52:00 PM
12962,12962,49.52,cash,2022/10/13,8:30:00 AM
12963,12963,4.89,cash,2022/02/28,3:01:00 AM
12964,12964,31.28,voucher,2024/09/21,11:51:00 AM
12965,12965,59.93,card,2024/10/05,5:55:00 PM
12966,12966,35.98,card,2024/08/18,11:17:00 PM
12968,12968,44.1,paypal,2022/07/06,3:27:00 AM
12970,12970,68.64,cash,2021/04/15,2:16:00 PM
12971,12971,69.89,voucher,2022/03/13,11:46:00 AM
12974,12974,53.79,paypal,2024/01/08,9:50:00 AM
12975,12975,8.8,cash,2024/09/29,7:53:00 AM
12977,12977,72.02,voucher,2023/02/21,5:26:00 PM
12978,12978,15.19,voucher,2023/05/24,8:45:00 AM
12980,12980,71.32,paypal,2024/12/20,3:04:00 AM
12981,12981,5.94,card,2023/08/28,7:18:00 PM
12982,12982,46.27,voucher,2024/05/10,12:57:00 AM
12983,12983,64.68,paypal,2023/08/10,5:04:00 PM
12985,12985,46.66,voucher,2024/06/22,6:07:00 AM
12986,12986,47.78,card,2023/05/26,11:36:00 PM
12987,12987,49.61,card,2024/05/21,10:30:00 AM
12988,12988,47.34,voucher,2022/06/27,2:04:00 PM
12989,12989,47.28,card,2021/12/27,2:39:00 AM
12990,12990,54.77,cash,2021/12/06,11:47:00 PM
12991,12991,51.85,card,2021/04/17,1:38:00 PM
12992,12992,53.07,paypal,2021/07/04,10:49:00 AM
12994,12994,12.84,card,2023/07/21,12:29:00 AM
12995,12995,14.53,paypal,2023/08/19,4:03:00 PM
12996,12996,24.21,card,2023/06/13,10:29:00 PM
12997,12997,60.3,paypal,2022/10/11,10:18:00 PM
12998,12998,73.56,voucher,2024/02/17,3:12:00 AM
12999,12999,57.35,voucher,2023/10/22,1:53:00 PM
13000,13000,61.62,voucher,2024/02/20,4:15:00 AM
13001,13001,67.21,card,2021/05/25,9:52:00 PM
13002,13002,49.45,voucher,2024/01/22,5:28:00 PM
13003,13003,17.28,card,2022/07/09,7:25:00 PM
13004,13004,69.56,card,2021/09/18,11:42:00 PM
13007,13007,57.54,cash,2023/11/08,1:00:00 PM
13008,13008,66.26,card,2023/04/06,10:09:00 AM
13009,13009,12.69,voucher,2021/07/18,12:55:00 PM
13010,13010,31.06,voucher,2022/04/09,2:39:00 AM
13011,13011,3.58,voucher,2024/10/22,12:08:00 AM
13013,13013,30.53,paypal,2023/07/17,5:55:00 AM
13014,13014,48.37,card,2024/04/04,3:05:00 PM
13015,13015,6.43,card,2022/09/17,6:35:00 PM
13021,13021,40.05,cash,2022/08/15,11:56:00 PM
13022,13022,7.83,voucher,2024/12/29,3:11:00 PM
13023,13023,33.2,card,2021/01/03,11:08:00 PM
13024,13024,66.88,cash,2024/09/17,2:41:00 PM
13025,13025,74.32,card,2021/01/28,6:23:00 AM
13026,13026,21.16,card,2024/02/05,9:31:00 PM
13027,13027,24.24,cash,2021/03/22,2:32:00 AM
13028,13028,33.57,card,2021/05/09,3:27:00 PM
13030,13030,20.55,voucher,2022/06/03,8:41:00 AM
13031,13031,53.07,voucher,2022/08/13,11:18:00 PM
13032,13032,44.09,paypal,2022/12/27,7:51:00 PM
13033,13033,38.44,card,2021/03/23,12:19:00 AM
13034,13034,12.63,voucher,2024/10/29,4:33:00 PM
13035,13035,37.02,voucher,2023/09/14,3:06:00 AM
13036,13036,52.58,card,2024/01/10,8:20:00 PM
13037,13037,67.96,card,2021/11/19,11:46:00 AM
13038,13038,67.68,cash,2022/04/23,10:27:00 AM
13039,13039,49.2,voucher,2024/12/30,12:14:00 PM
13040,13040,57.22,paypal,2024/11/20,5:07:00 PM
13041,13041,31.84,voucher,2022/04/05,12:55:00 PM
13042,13042,44.55,paypal,2024/08/13,3:40:00 AM
13043,13043,28.25,card,2022/04/22,7:00:00 PM
13044,13044,66.29,voucher,2023/12/12,10:46:00 AM
13046,13046,20.52,paypal,2021/09/25,5:38:00 AM
13047,13047,63.92,paypal,2024/04/06,1:04:00 PM
13048,13048,40.94,cash,2023/12/26,4:41:00 AM
13050,13050,43.42,card,2023/09/06,4:15:00 PM
13051,13051,14.41,voucher,2021/03/24,2:47:00 PM
13052,13052,68.51,cash,2022/08/09,11:11:00 PM
13054,13054,53.35,paypal,2021/12/23,11:36:00 PM
13056,13056,41.53,cash,2024/05/08,6:44:00 PM
13058,13058,40.74,card,2023/09/27,10:57:00 AM
13059,13059,53.46,voucher,2022/04/24,6:33:00 PM
13060,13060,41.58,cash,2022/08/30,3:29:00 AM
13061,13061,69.59,cash,2022/02/25,1:45:00 AM
13062,13062,3.92,paypal,2022/11/23,10:01:00 AM
13063,13063,45.47,paypal,2023/03/18,7:17:00 PM
13064,13064,36.59,paypal,2021/10/29,4:38:00 AM
13065,13065,78.02,paypal,2024/05/23,6:29:00 PM
13066,13066,11.15,card,2021/04/11,2:03:00 PM
13067,13067,67.26,cash,2024/02/21,9:46:00 PM
13068,13068,28.64,voucher,2024/02/24,6:01:00 AM
13069,13069,30.97,cash,2024/03/25,10:59:00 PM
13070,13070,16.36,voucher,2024/12/31,4:22:00 PM
13071,13071,29.27,paypal,2021/03/26,1:13:00 AM
13075,13075,52.58,cash,2021/03/28,8:17:00 AM
13076,13076,48.79,card,2022/08/23,3:37:00 PM
13077,13077,76.98,voucher,2022/05/16,4:55:00 PM
13078,13078,21.16,voucher,2021/04/29,12:58:00 PM
13079,13079,41.52,card,2023/12/05,5:37:00 AM
13081,13081,63.74,cash,2022/04/10,2:45:00 PM
13082,13082,18.66,voucher,2022/11/04,6:29:00 PM
13083,13083,75.02,voucher,2024/10/19,7:46:00 PM
13084,13084,60.77,voucher,2023/02/25,6:28:00 PM
13086,13086,43.73,cash,2023/09/05,11:42:00 PM
13087,13087,71.16,paypal,2022/01/27,11:40:00 PM
13088,13088,28.7,cash,2023/12/17,9:02:00 AM
13089,13089,23.47,card,2024/09/26,3:28:00 PM
13091,13091,20.34,paypal,2021/04/07,5:21:00 PM
13092,13092,29.15,card,2022/11/02,3:57:00 AM
13094,13094,57.72,card,2023/12/26,1:47:00 AM
13096,13096,63.53,card,2023/07/07,1:49:00 PM
13097,13097,62.1,card,2024/05/09,9:54:00 AM
13099,13099,68.41,paypal,2023/02/18,12:59:00 AM
13100,13100,58.75,card,2023/04/11,9:14:00 AM
13102,13102,13.72,card,2023/06/12,8:26:00 PM
13103,13103,66.23,voucher,2021/09/03,10:25:00 PM
13104,13104,32.32,card,2024/10/23,9:05:00 AM
13105,13105,14.36,cash,2024/06/15,7:38:00 AM
13106,13106,14.14,paypal,2021/04/05,10:13:00 PM
13107,13107,49.85,paypal,2024/01/05,3:12:00 PM
13110,13110,72.57,paypal,2021/08/03,2:14:00 AM
13111,13111,10.21,voucher,2024/01/17,4:59:00 PM
13112,13112,40.43,paypal,2024/10/30,10:36:00 AM
13113,13113,64.28,paypal,2021/11/16,7:20:00 AM
13114,13114,61.86,voucher,2024/05/13,12:57:00 PM
13115,13115,27.25,paypal,2023/01/21,4:40:00 AM
13117,13117,52.94,paypal,2021/07/26,8:43:00 AM
13119,13119,41.75,paypal,2021/07/11,10:48:00 AM
13120,13120,69.17,card,2024/10/15,6:30:00 AM
13121,13121,42.04,card,2021/07/18,2:30:00 AM
13122,13122,9.1,voucher,2022/05/27,3:08:00 PM
13124,13124,18.13,paypal,2021/05/14,9:33:00 AM
13125,13125,25.03,voucher,2024/05/24,6:05:00 PM
13126,13126,66.44,voucher,2023/06/11,9:07:00 AM
13127,13127,5.5,paypal,2024/10/11,2:27:00 PM
13128,13128,9.03,voucher,2021/08/10,9:09:00 PM
13129,13129,41.93,cash,2023/09/10,5:15:00 PM
13131,13131,33.83,cash,2024/01/04,5:29:00 PM
13132,13132,53.93,cash,2024/11/06,4:22:00 AM
13133,13133,36.31,cash,2021/08/11,11:57:00 PM
13134,13134,49.81,cash,2022/02/17,10:14:00 AM
13135,13135,47.7,voucher,2022/10/24,9:49:00 AM
13137,13137,54.22,card,2022/03/16,1:36:00 PM
13138,13138,43.06,cash,2022/02/12,2:01:00 PM
13139,13139,30.82,card,2022/04/03,7:38:00 PM
13140,13140,70.67,voucher,2022/06/15,8:04:00 AM
13141,13141,43.53,cash,2023/01/14,12:20:00 PM
13142,13142,20.98,cash,2022/09/18,4:04:00 PM
13143,13143,12.19,paypal,2023/01/15,11:23:00 AM
13144,13144,74.38,card,2023/11/25,9:56:00 PM
13146,13146,61.05,voucher,2023/12/03,7:25:00 AM
13147,13147,5.53,cash,2022/12/18,9:45:00 PM
13148,13148,71.2,voucher,2021/04/25,4:18:00 PM
13149,13149,52.42,cash,2021/12/22,5:28:00 AM
13150,13150,68.63,paypal,2022/02/14,9:30:00 PM
13151,13151,55.45,paypal,2024/06/28,12:13:00 AM
13152,13152,66.44,paypal,2022/05/07,1:09:00 AM
13153,13153,82.95,card,2024/10/07,5:19:00 AM
13154,13154,49.64,voucher,2024/08/11,5:37:00 AM
13157,13157,38.34,voucher,2024/09/05,4:04:00 AM
13158,13158,5.89,paypal,2023/01/04,2:38:00 PM
13159,13159,42.52,paypal,2024/12/26,5:01:00 PM
13160,13160,39.07,paypal,2023/07/23,10:05:00 AM
13161,13161,29.31,voucher,2024/04/20,6:48:00 PM
13162,13162,23.18,paypal,2023/12/12,10:59:00 PM
13164,13164,0.95,paypal,2024/09/28,6:25:00 AM
13166,13166,21.02,paypal,2024/06/16,7:19:00 PM
13169,13169,55.97,cash,2023/06/17,6:49:00 AM
13170,13170,16.65,paypal,2021/02/23,3:04:00 PM
13171,13171,24.71,cash,2023/09/02,7:14:00 PM
13172,13172,43.02,voucher,2021/08/07,1:49:00 AM
13173,13173,24.42,cash,2021/11/03,10:40:00 PM
13174,13174,37.03,voucher,2024/12/02,3:41:00 AM
13175,13175,12.67,card,2021/06/20,4:54:00 AM
13176,13176,50.69,card,2021/11/07,7:53:00 AM
13177,13177,59.02,voucher,2022/01/13,2:24:00 AM
13178,13178,3.87,voucher,2023/02/13,9:29:00 AM
13179,13179,77.84,card,2024/09/13,4:55:00 PM
13183,13183,77.68,paypal,2023/12/12,1:28:00 AM
13184,13184,24.71,paypal,2021/12/29,10:58:00 PM
13186,13186,39.19,voucher,2021/03/20,5:40:00 AM
13187,13187,47.16,cash,2024/06/23,2:49:00 PM
13188,13188,25.9,cash,2023/12/10,7:17:00 PM
13189,13189,53.1,cash,2023/02/10,6:51:00 PM
13190,13190,18.4,voucher,2023/02/16,11:33:00 PM
13191,13191,80.98,voucher,2023/05/05,10:11:00 PM
13192,13192,37.15,voucher,2021/06/23,6:15:00 AM
13194,13194,52.56,voucher,2022/09/24,11:55:00 PM
13196,13196,8.83,paypal,2023/05/14,12:35:00 AM
13197,13197,46.87,voucher,2022/03/15,11:23:00 PM
13200,13200,43.16,card,2024/09/28,12:49:00 PM
13201,13201,11.75,voucher,2022/01/21,6:50:00 AM
13202,13202,15.98,card,2022/01/07,12:02:00 AM
13203,13203,57.88,card,2022/10/12,1:49:00 AM
13204,13204,23.92,paypal,2023/10/19,12:34:00 PM
13205,13205,64.95,cash,2021/07/25,9:44:00 AM
13206,13206,16.1,paypal,2021/07/24,9:27:00 PM
13207,13207,55.88,voucher,2024/10/28,3:28:00 PM
13208,13208,40.09,card,2024/10/06,2:11:00 AM
13209,13209,18.5,paypal,2023/12/17,4:21:00 PM
13210,13210,45.27,paypal,2023/08/15,11:45:00 AM
13211,13211,48.41,paypal,2023/05/12,7:42:00 AM
13212,13212,58.84,paypal,2021/01/26,4:03:00 AM
13214,13214,1.24,paypal,2023/01/31,4:48:00 PM
13216,13216,69.78,card,2021/01/01,4:43:00 AM
13217,13217,58.61,card,2021/11/09,12:42:00 PM
13219,13219,30.07,card,2022/11/08,1:18:00 PM
13220,13220,16.26,voucher,2022/05/30,3:42:00 PM
13221,13221,55.31,paypal,2023/12/10,9:16:00 AM
13222,13222,37.08,cash,2022/11/09,10:36:00 PM
13223,13223,54.61,cash,2021/03/21,4:52:00 PM
13224,13224,67.62,card,2022/01/31,4:24:00 PM
13225,13225,4.79,card,2024/04/16,12:29:00 PM
13226,13226,55.23,paypal,2021/04/06,6:42:00 PM
13227,13227,33.14,card,2023/12/15,5:21:00 AM
13228,13228,31.36,cash,2021/05/16,8:20:00 PM
13229,13229,27,paypal,2022/06/20,8:37:00 PM
13233,13233,21.59,voucher,2024/11/28,5:50:00 AM
13234,13234,20.17,card,2022/02/02,8:37:00 AM
13235,13235,70.44,paypal,2023/07/13,4:28:00 AM
13236,13236,53.78,voucher,2024/01/15,7:22:00 PM
13238,13238,57.59,voucher,2024/09/13,7:33:00 AM
13242,13242,54.45,voucher,2021/03/08,3:16:00 PM
13243,13243,53.59,voucher,2022/09/25,10:23:00 PM
13245,13245,57,voucher,2021/01/03,8:24:00 PM
13246,13246,10.59,cash,2022/10/03,7:37:00 AM
13248,13248,46.2,paypal,2023/05/09,3:47:00 PM
13249,13249,58.21,paypal,2024/08/29,11:29:00 AM
13250,13250,41.85,voucher,2024/02/23,2:00:00 PM
13251,13251,54.96,voucher,2023/12/22,2:29:00 AM
13252,13252,43.1,voucher,2022/02/22,8:35:00 AM
13253,13253,36.01,card,2022/03/22,8:58:00 AM
13254,13254,43.5,card,2022/04/01,10:33:00 PM
13255,13255,43.33,card,2021/10/15,4:05:00 AM
13256,13256,60.8,voucher,2023/08/31,6:50:00 AM
13257,13257,12.45,card,2022/06/17,10:13:00 AM
13258,13258,32.21,paypal,2023/06/09,5:47:00 PM
13259,13259,45.27,paypal,2022/06/25,3:03:00 AM
13260,13260,10.91,cash,2023/05/02,5:55:00 AM
13262,13262,54.84,cash,2023/02/09,11:53:00 AM
13263,13263,54.99,voucher,2021/04/07,6:54:00 AM
13264,13264,11,voucher,2022/10/21,8:14:00 PM
13266,13266,40.13,voucher,2021/02/22,10:35:00 PM
13268,13268,8.99,cash,2024/09/11,6:57:00 AM
13269,13269,19.72,card,2022/02/13,6:56:00 AM
13270,13270,33.87,cash,2024/07/22,5:04:00 AM
13271,13271,56.82,cash,2023/10/29,1:18:00 PM
13273,13273,8.02,paypal,2024/06/25,10:58:00 PM
13275,13275,34.56,card,2024/01/24,7:51:00 PM
13277,13277,79.61,cash,2022/12/27,11:21:00 AM
13278,13278,9.85,voucher,2024/03/19,12:17:00 AM
13279,13279,7.15,paypal,2023/02/13,4:04:00 AM
13280,13280,45.4,cash,2024/02/21,10:09:00 AM
13281,13281,12.48,card,2021/10/16,6:38:00 AM
13284,13284,13.23,card,2024/09/09,5:47:00 AM
13285,13285,51.63,cash,2021/08/04,1:23:00 AM
13286,13286,17.73,paypal,2024/12/11,10:06:00 PM
13288,13288,39.28,voucher,2022/10/02,6:29:00 PM
13289,13289,20.47,card,2022/09/06,8:41:00 AM
13290,13290,38.32,cash,2024/05/31,11:07:00 PM
13291,13291,28.8,cash,2023/12/19,3:17:00 AM
13292,13292,45.25,cash,2021/09/07,5:02:00 AM
13293,13293,52.88,voucher,2021/12/01,9:47:00 AM
13294,13294,67.5,cash,2023/11/22,8:42:00 AM
13295,13295,67.82,voucher,2023/06/29,5:07:00 AM
13296,13296,23.98,voucher,2021/02/14,2:47:00 PM
13297,13297,30.21,paypal,2024/10/27,7:40:00 AM
13298,13298,11.7,card,2023/03/05,1:09:00 AM
13300,13300,73.94,cash,2021/06/13,7:55:00 AM
13302,13302,70.17,cash,2021/05/08,12:18:00 AM
13303,13303,45.42,paypal,2023/11/09,6:19:00 PM
13304,13304,39.43,paypal,2024/07/06,6:50:00 PM
13305,13305,39.47,cash,2024/05/05,5:15:00 AM
13306,13306,36.64,cash,2022/10/31,3:15:00 AM
13308,13308,7.37,card,2021/11/09,12:21:00 AM
13309,13309,74.26,paypal,2021/01/17,10:05:00 AM
13310,13310,21.34,card,2024/01/19,10:32:00 AM
13311,13311,19.13,paypal,2022/03/01,2:02:00 PM
13312,13312,54.92,paypal,2023/10/26,11:32:00 PM
13315,13315,36.43,card,2022/01/20,9:05:00 AM
13316,13316,52.59,voucher,2022/12/18,10:00:00 PM
13317,13317,35.59,paypal,2023/06/18,1:10:00 AM
13318,13318,37.19,paypal,2023/03/03,4:34:00 PM
13320,13320,47.73,cash,2022/07/21,1:16:00 PM
13321,13321,36.36,voucher,2022/01/02,7:11:00 PM
13322,13322,20.21,voucher,2022/09/02,8:22:00 AM
13324,13324,2.69,cash,2024/05/09,12:01:00 PM
13326,13326,36.13,cash,2023/03/24,10:15:00 AM
13328,13328,32.31,voucher,2024/01/22,5:10:00 AM
13329,13329,73.67,card,2022/01/14,5:11:00 PM
13330,13330,65.74,card,2022/02/19,7:22:00 AM
13331,13331,41.66,card,2021/04/10,2:20:00 PM
13332,13332,51.61,cash,2021/06/09,5:44:00 PM
13333,13333,71.09,paypal,2024/09/25,4:15:00 PM
13334,13334,41.45,cash,2022/08/19,7:55:00 PM
13337,13337,79.03,paypal,2023/05/30,6:07:00 AM
13338,13338,35.75,card,2024/03/19,5:11:00 PM
13339,13339,10.24,voucher,2024/06/12,9:59:00 PM
13340,13340,64.87,paypal,2022/03/24,8:27:00 PM
13342,13342,43.94,card,2023/06/09,4:20:00 PM
13343,13343,20.85,voucher,2022/09/25,10:32:00 PM
13346,13346,59.12,card,2024/09/01,7:11:00 PM
13347,13347,66.16,card,2024/11/23,9:47:00 AM
13348,13348,31.55,voucher,2023/06/10,7:35:00 PM
13349,13349,67.38,paypal,2021/09/04,8:48:00 AM
13351,13351,51.49,cash,2023/09/30,11:58:00 PM
13353,13353,11.79,paypal,2024/11/29,4:59:00 PM
13354,13354,50.24,voucher,2022/08/19,1:20:00 AM
13357,13357,2.97,voucher,2023/01/17,1:03:00 PM
13359,13359,24.21,voucher,2022/02/24,1:18:00 PM
13360,13360,76.06,card,2023/07/13,5:07:00 PM
13362,13362,10.5,card,2023/04/30,4:01:00 PM
13364,13364,46.93,cash,2023/08/17,9:58:00 PM
13365,13365,35.55,paypal,2023/05/17,3:26:00 AM
13366,13366,14.96,paypal,2022/07/18,3:23:00 PM
13368,13368,54.33,paypal,2023/06/28,9:03:00 PM
13370,13370,47.07,voucher,2022/08/15,6:02:00 PM
13371,13371,4.53,paypal,2024/09/16,1:22:00 AM
13374,13374,80.79,cash,2022/08/27,4:38:00 PM
13375,13375,31.55,card,2023/12/22,3:39:00 AM
13376,13376,55.51,cash,2021/03/29,1:00:00 AM
13377,13377,20.08,paypal,2024/11/02,12:23:00 AM
13378,13378,34.35,cash,2024/07/24,1:44:00 AM
13380,13380,10.38,cash,2022/01/18,8:00:00 PM
13381,13381,10.32,cash,2024/11/25,12:01:00 AM
13382,13382,17.51,paypal,2022/03/24,10:12:00 AM
13383,13383,16.93,paypal,2024/09/21,10:07:00 PM
13384,13384,15.67,cash,2021/04/02,6:42:00 AM
13386,13386,45.71,card,2023/01/20,3:41:00 AM
13388,13388,37.96,card,2022/08/18,8:12:00 PM
13389,13389,60.04,cash,2022/07/22,5:48:00 AM
13390,13390,61.06,paypal,2024/08/04,4:12:00 AM
13391,13391,54.49,cash,2021/06/04,6:14:00 AM
13392,13392,69.48,cash,2021/08/07,7:07:00 PM
13393,13393,47.04,voucher,2022/10/18,7:35:00 PM
13395,13395,4.86,voucher,2023/12/02,11:09:00 PM
13396,13396,11.31,card,2023/09/19,12:01:00 PM
13397,13397,49.57,card,2022/06/20,3:40:00 AM
13398,13398,33.47,cash,2022/11/11,7:00:00 PM
13399,13399,34.44,cash,2022/07/02,5:32:00 AM
13400,13400,22.39,card,2024/11/16,7:19:00 AM
13401,13401,51.09,paypal,2022/12/27,8:47:00 PM
13404,13404,35.02,card,2022/07/27,2:38:00 PM
13405,13405,65.5,cash,2024/04/15,6:52:00 PM
13406,13406,54.47,voucher,2022/03/22,1:29:00 AM
13407,13407,55.9,paypal,2021/08/26,3:20:00 PM
13408,13408,67.15,paypal,2022/12/13,8:43:00 PM
13409,13409,42.4,cash,2023/03/04,4:55:00 AM
13410,13410,46.73,cash,2021/05/24,8:20:00 PM
13411,13411,55.65,cash,2024/04/22,9:37:00 PM
13412,13412,9.82,voucher,2022/05/30,12:56:00 PM
13414,13414,66.71,cash,2022/01/21,4:47:00 PM
13415,13415,36.5,cash,2022/03/22,2:22:00 PM
13416,13416,18.44,cash,2024/12/23,10:24:00 AM
13417,13417,75.19,voucher,2021/02/10,2:45:00 AM
13418,13418,40.69,cash,2022/04/20,1:52:00 AM
13419,13419,35.57,paypal,2022/07/02,7:16:00 PM
13420,13420,40.02,cash,2023/07/21,1:04:00 PM
13421,13421,66.12,paypal,2024/10/30,5:20:00 AM
13422,13422,44.83,paypal,2022/11/14,7:23:00 PM
13423,13423,60.85,paypal,2022/06/10,12:55:00 PM
13424,13424,49.41,cash,2022/12/12,1:31:00 PM
13425,13425,66.23,paypal,2021/03/11,7:58:00 AM
13426,13426,53.56,voucher,2023/04/19,4:29:00 PM
13427,13427,53.42,cash,2022/01/22,11:59:00 PM
13428,13428,61.16,voucher,2023/09/07,11:20:00 AM
13429,13429,55.2,voucher,2022/03/14,5:27:00 PM
13430,13430,52.21,cash,2021/03/30,5:58:00 PM
13431,13431,56.21,cash,2022/07/02,8:35:00 AM
13432,13432,72.87,voucher,2024/04/24,12:56:00 AM
13434,13434,40.49,paypal,2021/09/26,8:50:00 AM
13435,13435,16.1,card,2022/12/18,2:53:00 PM
13436,13436,62.79,cash,2022/02/26,8:52:00 AM
13437,13437,39.96,paypal,2021/12/12,4:34:00 PM
13438,13438,41.14,voucher,2021/10/12,9:02:00 AM
13439,13439,62.29,voucher,2021/12/21,3:32:00 PM
13441,13441,80.42,cash,2022/02/28,8:35:00 PM
13442,13442,61.56,cash,2023/01/10,4:41:00 PM
13443,13443,15.17,paypal,2022/07/29,4:34:00 AM
13444,13444,10.75,paypal,2021/11/01,9:47:00 PM
13445,13445,68.61,cash,2021/06/24,1:51:00 PM
13446,13446,35.35,card,2022/03/10,3:51:00 PM
13447,13447,50.21,paypal,2023/07/27,6:02:00 PM
13448,13448,32.89,voucher,2024/11/26,3:15:00 PM
13449,13449,62.96,voucher,2024/09/02,8:32:00 AM
13450,13450,21.26,voucher,2023/10/11,7:53:00 AM
13451,13451,11,paypal,2022/05/09,1:39:00 AM
13452,13452,33.22,card,2021/04/18,1:44:00 AM
13453,13453,26.29,paypal,2022/06/27,1:44:00 PM
13454,13454,49.05,voucher,2023/04/22,4:30:00 AM
13455,13455,70.44,cash,2022/11/30,1:14:00 AM
13456,13456,45.36,paypal,2022/02/27,1:49:00 PM
13457,13457,51.47,card,2021/09/26,9:59:00 AM
13458,13458,2.93,voucher,2024/01/18,7:20:00 AM
13459,13459,43.65,cash,2024/05/04,10:19:00 AM
13461,13461,38.88,cash,2021/05/05,7:41:00 PM
13462,13462,35.4,cash,2023/05/10,7:31:00 AM
13463,13463,11.57,card,2021/03/05,4:31:00 AM
13464,13464,23.37,paypal,2024/04/19,10:55:00 PM
13466,13466,81.82,card,2023/09/30,12:42:00 PM
13467,13467,17.17,cash,2024/07/18,8:33:00 PM
13468,13468,54.42,cash,2023/06/21,9:31:00 PM
13469,13469,78.4,card,2023/01/15,4:34:00 AM
13470,13470,53.3,paypal,2022/04/21,2:27:00 PM
13473,13473,33.82,cash,2022/11/12,9:04:00 PM
13474,13474,20.62,paypal,2024/03/19,7:37:00 PM
13475,13475,7.63,card,2023/01/03,5:49:00 AM
13476,13476,56.06,card,2024/12/06,6:43:00 AM
13477,13477,60.31,card,2023/06/20,7:27:00 PM
13478,13478,59.81,cash,2022/10/19,6:48:00 PM
13479,13479,17.66,voucher,2023/06/27,9:21:00 AM
13481,13481,40.85,paypal,2022/08/30,9:14:00 PM
13482,13482,52.85,cash,2024/04/12,8:08:00 PM
13483,13483,30.44,cash,2024/06/21,2:54:00 PM
13484,13484,28.44,card,2023/04/12,3:25:00 AM
13485,13485,3.97,voucher,2024/02/09,5:04:00 AM
13486,13486,76.42,paypal,2024/05/19,11:45:00 PM
13487,13487,32.92,cash,2022/10/18,3:20:00 AM
13488,13488,48.03,card,2023/12/30,7:33:00 AM
13489,13489,49.87,cash,2021/11/02,8:37:00 AM
13491,13491,1.95,paypal,2024/09/14,12:56:00 AM
13492,13492,3.72,cash,2024/11/01,4:45:00 AM
13493,13493,50.51,card,2023/12/13,11:34:00 AM
13496,13496,61.44,paypal,2022/01/08,4:59:00 PM
13497,13497,16.57,voucher,2023/08/04,6:37:00 AM
13498,13498,48.94,paypal,2024/08/11,2:15:00 PM
13499,13499,18.94,voucher,2021/03/18,3:04:00 AM
13500,13500,44.94,paypal,2024/05/09,3:33:00 AM
13501,13501,30.52,voucher,2022/04/24,2:02:00 AM
13502,13502,38.72,cash,2023/04/05,6:07:00 AM
13503,13503,54.16,card,2021/09/15,10:30:00 PM
13504,13504,63.45,voucher,2021/04/29,5:15:00 PM
13505,13505,49.42,voucher,2022/10/16,11:40:00 AM
13506,13506,4.93,paypal,2021/03/17,6:52:00 PM
13507,13507,29.8,paypal,2022/02/09,3:26:00 PM
13508,13508,45.26,paypal,2021/10/11,5:34:00 AM
13509,13509,56.04,paypal,2023/11/13,7:02:00 AM
13511,13511,26.33,voucher,2024/08/24,4:51:00 AM
13512,13512,47.94,cash,2021/01/15,12:54:00 PM
13513,13513,78.81,card,2022/07/13,2:53:00 PM
13514,13514,59.48,card,2024/08/29,1:33:00 AM
13515,13515,49.53,paypal,2023/03/18,4:49:00 PM
13517,13517,24.76,paypal,2023/02/25,6:19:00 PM
13518,13518,64.57,cash,2021/11/28,5:20:00 AM
13520,13520,50.55,card,2022/07/07,12:53:00 AM
13522,13522,68.01,voucher,2023/09/23,6:09:00 AM
13523,13523,71.52,cash,2022/11/18,7:59:00 PM
13525,13525,13.85,cash,2023/06/02,4:40:00 PM
13526,13526,25.71,voucher,2022/01/06,8:22:00 PM
13527,13527,43.78,card,2021/10/20,10:26:00 PM
13529,13529,66.42,cash,2022/01/08,8:35:00 PM
13532,13532,16.54,paypal,2023/01/16,6:08:00 PM
13533,13533,23.18,paypal,2022/11/28,9:33:00 PM
13534,13534,41.77,card,2023/08/19,6:40:00 PM
13535,13535,76.42,voucher,2022/10/08,5:07:00 PM
13536,13536,80,card,2023/06/10,11:56:00 AM
13538,13538,28.59,card,2022/10/25,6:53:00 AM
13539,13539,21.9,paypal,2022/12/17,11:29:00 PM
13540,13540,56.65,voucher,2024/01/16,7:37:00 AM
13541,13541,23.62,card,2021/09/12,3:51:00 PM
13542,13542,74.44,card,2021/04/13,8:53:00 AM
